"","date","lag_14_name","Rides","name","description"
"981",2016-06-24,"l14_40170",2.657,"Ashland","Ashland (Green & Pink Lines)"
"982",2016-06-27,"l14_40170",2.43,"Ashland","Ashland (Green & Pink Lines)"
"983",2016-06-28,"l14_40170",2.525,"Ashland","Ashland (Green & Pink Lines)"
"984",2016-06-29,"l14_40170",2.422,"Ashland","Ashland (Green & Pink Lines)"
"985",2016-06-30,"l14_40170",2.42,"Ashland","Ashland (Green & Pink Lines)"
"986",2016-07-01,"l14_40170",2.493,"Ashland","Ashland (Green & Pink Lines)"
"987",2016-07-04,"l14_40170",2.24,"Ashland","Ashland (Green & Pink Lines)"
"988",2016-07-05,"l14_40170",2.39,"Ashland","Ashland (Green & Pink Lines)"
"989",2016-07-06,"l14_40170",2.276,"Ashland","Ashland (Green & Pink Lines)"
"990",2016-07-07,"l14_40170",2.39,"Ashland","Ashland (Green & Pink Lines)"
"991",2016-07-08,"l14_40170",2.321,"Ashland","Ashland (Green & Pink Lines)"
"992",2016-07-11,"l14_40170",2.31,"Ashland","Ashland (Green & Pink Lines)"
"993",2016-07-12,"l14_40170",2.279,"Ashland","Ashland (Green & Pink Lines)"
"994",2016-07-13,"l14_40170",2.377,"Ashland","Ashland (Green & Pink Lines)"
"995",2016-07-14,"l14_40170",2.355,"Ashland","Ashland (Green & Pink Lines)"
"996",2016-07-15,"l14_40170",2.264,"Ashland","Ashland (Green & Pink Lines)"
"997",2016-07-18,"l14_40170",1.082,"Ashland","Ashland (Green & Pink Lines)"
"998",2016-07-19,"l14_40170",2.19,"Ashland","Ashland (Green & Pink Lines)"
"999",2016-07-20,"l14_40170",2.257,"Ashland","Ashland (Green & Pink Lines)"
"1000",2016-07-21,"l14_40170",2.389,"Ashland","Ashland (Green & Pink Lines)"
"1001",2016-07-22,"l14_40170",2.372,"Ashland","Ashland (Green & Pink Lines)"
"1002",2016-07-25,"l14_40170",2.538,"Ashland","Ashland (Green & Pink Lines)"
"1003",2016-07-26,"l14_40170",2.45,"Ashland","Ashland (Green & Pink Lines)"
"1004",2016-07-27,"l14_40170",2.519,"Ashland","Ashland (Green & Pink Lines)"
"1005",2016-07-28,"l14_40170",2.554,"Ashland","Ashland (Green & Pink Lines)"
"1006",2016-07-29,"l14_40170",5.46,"Ashland","Ashland (Green & Pink Lines)"
"1007",2016-08-01,"l14_40170",2.488,"Ashland","Ashland (Green & Pink Lines)"
"1008",2016-08-02,"l14_40170",2.602,"Ashland","Ashland (Green & Pink Lines)"
"1009",2016-08-03,"l14_40170",2.521,"Ashland","Ashland (Green & Pink Lines)"
"1010",2016-08-04,"l14_40170",2.422,"Ashland","Ashland (Green & Pink Lines)"
"1011",2016-08-05,"l14_40170",2.315,"Ashland","Ashland (Green & Pink Lines)"
"1012",2016-08-08,"l14_40170",2.295,"Ashland","Ashland (Green & Pink Lines)"
"1013",2016-08-09,"l14_40170",2.461,"Ashland","Ashland (Green & Pink Lines)"
"1014",2016-08-10,"l14_40170",2.633,"Ashland","Ashland (Green & Pink Lines)"
"1015",2016-08-11,"l14_40170",2.582,"Ashland","Ashland (Green & Pink Lines)"
"1016",2016-08-12,"l14_40170",2.754,"Ashland","Ashland (Green & Pink Lines)"
"1017",2016-08-15,"l14_40170",2.38,"Ashland","Ashland (Green & Pink Lines)"
"1018",2016-08-16,"l14_40170",2.497,"Ashland","Ashland (Green & Pink Lines)"
"1019",2016-08-17,"l14_40170",2.481,"Ashland","Ashland (Green & Pink Lines)"
"1020",2016-08-18,"l14_40170",2.41,"Ashland","Ashland (Green & Pink Lines)"
"1021",2016-08-19,"l14_40170",2.257,"Ashland","Ashland (Green & Pink Lines)"
"1022",2016-08-22,"l14_40170",2.292,"Ashland","Ashland (Green & Pink Lines)"
"1023",2016-08-23,"l14_40170",2.415,"Ashland","Ashland (Green & Pink Lines)"
"1024",2016-08-24,"l14_40170",2.349,"Ashland","Ashland (Green & Pink Lines)"
"1025",2016-08-25,"l14_40170",2.419,"Ashland","Ashland (Green & Pink Lines)"
"1026",2016-08-26,"l14_40170",2.172,"Ashland","Ashland (Green & Pink Lines)"
"1027",2016-01-01,"l14_40220",1.726,"Western","Western (Blue Line - Forest Park Branch)"
"1028",2016-01-04,"l14_40220",1.409,"Western","Western (Blue Line - Forest Park Branch)"
"1029",2016-01-05,"l14_40220",1.461,"Western","Western (Blue Line - Forest Park Branch)"
"1030",2016-01-06,"l14_40220",1.334,"Western","Western (Blue Line - Forest Park Branch)"
"1031",2016-01-07,"l14_40220",0.996,"Western","Western (Blue Line - Forest Park Branch)"
"1032",2016-01-08,"l14_40220",0.574,"Western","Western (Blue Line - Forest Park Branch)"
"1033",2016-01-11,"l14_40220",1.05,"Western","Western (Blue Line - Forest Park Branch)"
"1034",2016-01-12,"l14_40220",1.191,"Western","Western (Blue Line - Forest Park Branch)"
"1035",2016-01-13,"l14_40220",1.229,"Western","Western (Blue Line - Forest Park Branch)"
"1036",2016-01-14,"l14_40220",1.252,"Western","Western (Blue Line - Forest Park Branch)"
"1037",2016-01-15,"l14_40220",0.704,"Western","Western (Blue Line - Forest Park Branch)"
"1038",2016-01-18,"l14_40220",1.622,"Western","Western (Blue Line - Forest Park Branch)"
"1039",2016-01-19,"l14_40220",1.685,"Western","Western (Blue Line - Forest Park Branch)"
"1040",2016-01-20,"l14_40220",1.687,"Western","Western (Blue Line - Forest Park Branch)"
"1041",2016-01-21,"l14_40220",1.766,"Western","Western (Blue Line - Forest Park Branch)"
"1042",2016-01-22,"l14_40220",1.78,"Western","Western (Blue Line - Forest Park Branch)"
"1043",2016-01-25,"l14_40220",1.572,"Western","Western (Blue Line - Forest Park Branch)"
"1044",2016-01-26,"l14_40220",1.599,"Western","Western (Blue Line - Forest Park Branch)"
"1045",2016-01-27,"l14_40220",1.649,"Western","Western (Blue Line - Forest Park Branch)"
"1046",2016-01-28,"l14_40220",1.746,"Western","Western (Blue Line - Forest Park Branch)"
"1047",2016-01-29,"l14_40220",1.794,"Western","Western (Blue Line - Forest Park Branch)"
"1048",2016-02-01,"l14_40220",0.797,"Western","Western (Blue Line - Forest Park Branch)"
"1049",2016-02-02,"l14_40220",1.68,"Western","Western (Blue Line - Forest Park Branch)"
"1050",2016-02-03,"l14_40220",1.773,"Western","Western (Blue Line - Forest Park Branch)"
"1051",2016-02-04,"l14_40220",1.718,"Western","Western (Blue Line - Forest Park Branch)"
"1052",2016-02-05,"l14_40220",1.783,"Western","Western (Blue Line - Forest Park Branch)"
"1053",2016-02-08,"l14_40220",1.733,"Western","Western (Blue Line - Forest Park Branch)"
"1054",2016-02-09,"l14_40220",1.776,"Western","Western (Blue Line - Forest Park Branch)"
"1055",2016-02-10,"l14_40220",1.843,"Western","Western (Blue Line - Forest Park Branch)"
"1056",2016-02-11,"l14_40220",1.821,"Western","Western (Blue Line - Forest Park Branch)"
"1057",2016-02-12,"l14_40220",1.83,"Western","Western (Blue Line - Forest Park Branch)"
"1058",2016-02-15,"l14_40220",1.786,"Western","Western (Blue Line - Forest Park Branch)"
"1059",2016-02-16,"l14_40220",1.774,"Western","Western (Blue Line - Forest Park Branch)"
"1060",2016-02-17,"l14_40220",1.921,"Western","Western (Blue Line - Forest Park Branch)"
"1061",2016-02-18,"l14_40220",1.975,"Western","Western (Blue Line - Forest Park Branch)"
"1062",2016-02-19,"l14_40220",1.509,"Western","Western (Blue Line - Forest Park Branch)"
"1063",2016-02-22,"l14_40220",1.74,"Western","Western (Blue Line - Forest Park Branch)"
"1064",2016-02-23,"l14_40220",1.683,"Western","Western (Blue Line - Forest Park Branch)"
"1065",2016-02-24,"l14_40220",1.714,"Western","Western (Blue Line - Forest Park Branch)"
"1066",2016-02-25,"l14_40220",1.709,"Western","Western (Blue Line - Forest Park Branch)"
"1067",2016-02-26,"l14_40220",1.624,"Western","Western (Blue Line - Forest Park Branch)"
"1068",2016-02-29,"l14_40220",1.076,"Western","Western (Blue Line - Forest Park Branch)"
"1069",2016-03-01,"l14_40220",1.749,"Western","Western (Blue Line - Forest Park Branch)"
"1070",2016-03-02,"l14_40220",1.79,"Western","Western (Blue Line - Forest Park Branch)"
"1071",2016-03-03,"l14_40220",1.821,"Western","Western (Blue Line - Forest Park Branch)"
"1072",2016-03-04,"l14_40220",1.955,"Western","Western (Blue Line - Forest Park Branch)"
"1073",2016-03-07,"l14_40220",1.738,"Western","Western (Blue Line - Forest Park Branch)"
"1074",2016-03-08,"l14_40220",1.787,"Western","Western (Blue Line - Forest Park Branch)"
"1075",2016-03-09,"l14_40220",1.656,"Western","Western (Blue Line - Forest Park Branch)"
"1076",2016-03-10,"l14_40220",1.821,"Western","Western (Blue Line - Forest Park Branch)"
"1077",2016-03-11,"l14_40220",1.761,"Western","Western (Blue Line - Forest Park Branch)"
"1078",2016-03-14,"l14_40220",1.726,"Western","Western (Blue Line - Forest Park Branch)"
"1079",2016-03-15,"l14_40220",1.716,"Western","Western (Blue Line - Forest Park Branch)"
"1080",2016-03-16,"l14_40220",1.751,"Western","Western (Blue Line - Forest Park Branch)"
"1081",2016-03-17,"l14_40220",1.733,"Western","Western (Blue Line - Forest Park Branch)"
"1082",2016-03-18,"l14_40220",1.793,"Western","Western (Blue Line - Forest Park Branch)"
"1083",2016-03-21,"l14_40220",1.652,"Western","Western (Blue Line - Forest Park Branch)"
"1084",2016-03-22,"l14_40220",1.824,"Western","Western (Blue Line - Forest Park Branch)"
"1085",2016-03-23,"l14_40220",1.819,"Western","Western (Blue Line - Forest Park Branch)"
"1086",2016-03-24,"l14_40220",1.797,"Western","Western (Blue Line - Forest Park Branch)"
"1087",2016-03-25,"l14_40220",1.89,"Western","Western (Blue Line - Forest Park Branch)"
"1088",2016-03-28,"l14_40220",1.789,"Western","Western (Blue Line - Forest Park Branch)"
"1089",2016-03-29,"l14_40220",1.795,"Western","Western (Blue Line - Forest Park Branch)"
"1090",2016-03-30,"l14_40220",1.817,"Western","Western (Blue Line - Forest Park Branch)"
"1091",2016-03-31,"l14_40220",1.868,"Western","Western (Blue Line - Forest Park Branch)"
"1092",2016-04-01,"l14_40220",1.861,"Western","Western (Blue Line - Forest Park Branch)"
"1093",2016-04-04,"l14_40220",1.662,"Western","Western (Blue Line - Forest Park Branch)"
"1094",2016-04-05,"l14_40220",1.7,"Western","Western (Blue Line - Forest Park Branch)"
"1095",2016-04-06,"l14_40220",1.601,"Western","Western (Blue Line - Forest Park Branch)"
"1096",2016-04-07,"l14_40220",1.515,"Western","Western (Blue Line - Forest Park Branch)"
"1097",2016-04-08,"l14_40220",1.248,"Western","Western (Blue Line - Forest Park Branch)"
"1098",2016-04-11,"l14_40220",1.707,"Western","Western (Blue Line - Forest Park Branch)"
"1099",2016-04-12,"l14_40220",1.817,"Western","Western (Blue Line - Forest Park Branch)"
"1100",2016-04-13,"l14_40220",1.799,"Western","Western (Blue Line - Forest Park Branch)"
"1101",2016-04-14,"l14_40220",1.817,"Western","Western (Blue Line - Forest Park Branch)"
"1102",2016-04-15,"l14_40220",1.643,"Western","Western (Blue Line - Forest Park Branch)"
"1103",2016-04-18,"l14_40220",1.696,"Western","Western (Blue Line - Forest Park Branch)"
"1104",2016-04-19,"l14_40220",1.741,"Western","Western (Blue Line - Forest Park Branch)"
"1105",2016-04-20,"l14_40220",1.703,"Western","Western (Blue Line - Forest Park Branch)"
"1106",2016-04-21,"l14_40220",1.887,"Western","Western (Blue Line - Forest Park Branch)"
"1107",2016-04-22,"l14_40220",1.48,"Western","Western (Blue Line - Forest Park Branch)"
"1108",2016-04-25,"l14_40220",1.76,"Western","Western (Blue Line - Forest Park Branch)"
"1109",2016-04-26,"l14_40220",1.716,"Western","Western (Blue Line - Forest Park Branch)"
"1110",2016-04-27,"l14_40220",1.823,"Western","Western (Blue Line - Forest Park Branch)"
"1111",2016-04-28,"l14_40220",1.646,"Western","Western (Blue Line - Forest Park Branch)"
"1112",2016-04-29,"l14_40220",1.8,"Western","Western (Blue Line - Forest Park Branch)"
"1113",2016-05-02,"l14_40220",1.472,"Western","Western (Blue Line - Forest Park Branch)"
"1114",2016-05-03,"l14_40220",1.45,"Western","Western (Blue Line - Forest Park Branch)"
"1115",2016-05-04,"l14_40220",1.438,"Western","Western (Blue Line - Forest Park Branch)"
"1116",2016-05-05,"l14_40220",1.454,"Western","Western (Blue Line - Forest Park Branch)"
"1117",2016-05-06,"l14_40220",1.468,"Western","Western (Blue Line - Forest Park Branch)"
"1118",2016-05-09,"l14_40220",1.755,"Western","Western (Blue Line - Forest Park Branch)"
"1119",2016-05-10,"l14_40220",1.774,"Western","Western (Blue Line - Forest Park Branch)"
"1120",2016-05-11,"l14_40220",1.719,"Western","Western (Blue Line - Forest Park Branch)"
"1121",2016-05-12,"l14_40220",1.778,"Western","Western (Blue Line - Forest Park Branch)"
"1122",2016-05-13,"l14_40220",1.843,"Western","Western (Blue Line - Forest Park Branch)"
"1123",2016-05-16,"l14_40220",1.781,"Western","Western (Blue Line - Forest Park Branch)"
"1124",2016-05-17,"l14_40220",1.662,"Western","Western (Blue Line - Forest Park Branch)"
"1125",2016-05-18,"l14_40220",1.729,"Western","Western (Blue Line - Forest Park Branch)"
"1126",2016-05-19,"l14_40220",1.799,"Western","Western (Blue Line - Forest Park Branch)"
"1127",2016-05-20,"l14_40220",1.897,"Western","Western (Blue Line - Forest Park Branch)"
"1128",2016-05-23,"l14_40220",1.672,"Western","Western (Blue Line - Forest Park Branch)"
"1129",2016-05-24,"l14_40220",1.689,"Western","Western (Blue Line - Forest Park Branch)"
"1130",2016-05-25,"l14_40220",1.869,"Western","Western (Blue Line - Forest Park Branch)"
"1131",2016-05-26,"l14_40220",1.819,"Western","Western (Blue Line - Forest Park Branch)"
"1132",2016-05-27,"l14_40220",1.816,"Western","Western (Blue Line - Forest Park Branch)"
"1133",2016-05-30,"l14_40220",1.716,"Western","Western (Blue Line - Forest Park Branch)"
"1134",2016-05-31,"l14_40220",1.73,"Western","Western (Blue Line - Forest Park Branch)"
"1135",2016-06-01,"l14_40220",1.749,"Western","Western (Blue Line - Forest Park Branch)"
"1136",2016-06-02,"l14_40220",1.735,"Western","Western (Blue Line - Forest Park Branch)"
"1137",2016-06-03,"l14_40220",1.763,"Western","Western (Blue Line - Forest Park Branch)"
"1138",2016-06-06,"l14_40220",1.812,"Western","Western (Blue Line - Forest Park Branch)"
"1139",2016-06-07,"l14_40220",1.845,"Western","Western (Blue Line - Forest Park Branch)"
"1140",2016-06-08,"l14_40220",1.754,"Western","Western (Blue Line - Forest Park Branch)"
"1141",2016-06-09,"l14_40220",1.751,"Western","Western (Blue Line - Forest Park Branch)"
"1142",2016-06-10,"l14_40220",1.742,"Western","Western (Blue Line - Forest Park Branch)"
"1143",2016-06-13,"l14_40220",0.823,"Western","Western (Blue Line - Forest Park Branch)"
"1144",2016-06-14,"l14_40220",1.659,"Western","Western (Blue Line - Forest Park Branch)"
"1145",2016-06-15,"l14_40220",1.893,"Western","Western (Blue Line - Forest Park Branch)"
"1146",2016-06-16,"l14_40220",1.839,"Western","Western (Blue Line - Forest Park Branch)"
"1147",2016-06-17,"l14_40220",1.846,"Western","Western (Blue Line - Forest Park Branch)"
"1148",2016-06-20,"l14_40220",1.734,"Western","Western (Blue Line - Forest Park Branch)"
"1149",2016-06-21,"l14_40220",1.767,"Western","Western (Blue Line - Forest Park Branch)"
"1150",2016-06-22,"l14_40220",1.79,"Western","Western (Blue Line - Forest Park Branch)"
"1151",2016-06-23,"l14_40220",1.76,"Western","Western (Blue Line - Forest Park Branch)"
"1152",2016-06-24,"l14_40220",1.815,"Western","Western (Blue Line - Forest Park Branch)"
"1153",2016-06-27,"l14_40220",1.776,"Western","Western (Blue Line - Forest Park Branch)"
"1154",2016-06-28,"l14_40220",1.79,"Western","Western (Blue Line - Forest Park Branch)"
"1155",2016-06-29,"l14_40220",1.819,"Western","Western (Blue Line - Forest Park Branch)"
"1156",2016-06-30,"l14_40220",1.785,"Western","Western (Blue Line - Forest Park Branch)"
"1157",2016-07-01,"l14_40220",1.709,"Western","Western (Blue Line - Forest Park Branch)"
"1158",2016-07-04,"l14_40220",1.584,"Western","Western (Blue Line - Forest Park Branch)"
"1159",2016-07-05,"l14_40220",1.716,"Western","Western (Blue Line - Forest Park Branch)"
"1160",2016-07-06,"l14_40220",1.449,"Western","Western (Blue Line - Forest Park Branch)"
"1161",2016-07-07,"l14_40220",1.493,"Western","Western (Blue Line - Forest Park Branch)"
"1162",2016-07-08,"l14_40220",1.557,"Western","Western (Blue Line - Forest Park Branch)"
"1163",2016-07-11,"l14_40220",1.512,"Western","Western (Blue Line - Forest Park Branch)"
"1164",2016-07-12,"l14_40220",1.511,"Western","Western (Blue Line - Forest Park Branch)"
"1165",2016-07-13,"l14_40220",1.556,"Western","Western (Blue Line - Forest Park Branch)"
"1166",2016-07-14,"l14_40220",1.514,"Western","Western (Blue Line - Forest Park Branch)"
"1167",2016-07-15,"l14_40220",1.567,"Western","Western (Blue Line - Forest Park Branch)"
"1168",2016-07-18,"l14_40220",0.879,"Western","Western (Blue Line - Forest Park Branch)"
"1169",2016-07-19,"l14_40220",1.489,"Western","Western (Blue Line - Forest Park Branch)"
"1170",2016-07-20,"l14_40220",1.565,"Western","Western (Blue Line - Forest Park Branch)"
"1171",2016-07-21,"l14_40220",1.603,"Western","Western (Blue Line - Forest Park Branch)"
"1172",2016-07-22,"l14_40220",1.563,"Western","Western (Blue Line - Forest Park Branch)"
"1173",2016-07-25,"l14_40220",1.57,"Western","Western (Blue Line - Forest Park Branch)"
"1174",2016-07-26,"l14_40220",1.623,"Western","Western (Blue Line - Forest Park Branch)"
"1175",2016-07-27,"l14_40220",1.563,"Western","Western (Blue Line - Forest Park Branch)"
"1176",2016-07-28,"l14_40220",1.668,"Western","Western (Blue Line - Forest Park Branch)"
"1177",2016-07-29,"l14_40220",1.618,"Western","Western (Blue Line - Forest Park Branch)"
"1178",2016-08-01,"l14_40220",1.41,"Western","Western (Blue Line - Forest Park Branch)"
"1179",2016-08-02,"l14_40220",1.652,"Western","Western (Blue Line - Forest Park Branch)"
"1180",2016-08-03,"l14_40220",1.653,"Western","Western (Blue Line - Forest Park Branch)"
"1181",2016-08-04,"l14_40220",1.538,"Western","Western (Blue Line - Forest Park Branch)"
"1182",2016-08-05,"l14_40220",1.575,"Western","Western (Blue Line - Forest Park Branch)"
"1183",2016-08-08,"l14_40220",1.466,"Western","Western (Blue Line - Forest Park Branch)"
"1184",2016-08-09,"l14_40220",1.559,"Western","Western (Blue Line - Forest Park Branch)"
"1185",2016-08-10,"l14_40220",1.603,"Western","Western (Blue Line - Forest Park Branch)"
"1186",2016-08-11,"l14_40220",1.669,"Western","Western (Blue Line - Forest Park Branch)"
"1187",2016-08-12,"l14_40220",1.693,"Western","Western (Blue Line - Forest Park Branch)"
"1188",2016-08-15,"l14_40220",1.584,"Western","Western (Blue Line - Forest Park Branch)"
"1189",2016-08-16,"l14_40220",1.53,"Western","Western (Blue Line - Forest Park Branch)"
"1190",2016-08-17,"l14_40220",1.492,"Western","Western (Blue Line - Forest Park Branch)"
"1191",2016-08-18,"l14_40220",1.537,"Western","Western (Blue Line - Forest Park Branch)"
"1192",2016-08-19,"l14_40220",1.524,"Western","Western (Blue Line - Forest Park Branch)"
"1193",2016-08-22,"l14_40220",1.434,"Western","Western (Blue Line - Forest Park Branch)"
"1194",2016-08-23,"l14_40220",1.454,"Western","Western (Blue Line - Forest Park Branch)"
"1195",2016-08-24,"l14_40220",1.462,"Western","Western (Blue Line - Forest Park Branch)"
"1196",2016-08-25,"l14_40220",1.5,"Western","Western (Blue Line - Forest Park Branch)"
"1197",2016-08-26,"l14_40220",1.384,"Western","Western (Blue Line - Forest Park Branch)"
"1198",2016-01-01,"l14_40260",9.377,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1199",2016-01-04,"l14_40260",8.543,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1200",2016-01-05,"l14_40260",8.951,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1201",2016-01-06,"l14_40260",7.876,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1202",2016-01-07,"l14_40260",5.039,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1203",2016-01-08,"l14_40260",1.927,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1204",2016-01-11,"l14_40260",5.909,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1205",2016-01-12,"l14_40260",7.521,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1206",2016-01-13,"l14_40260",7.808,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1207",2016-01-14,"l14_40260",7.07,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1208",2016-01-15,"l14_40260",4.241,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1209",2016-01-18,"l14_40260",8.087,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1210",2016-01-19,"l14_40260",8.7,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1211",2016-01-20,"l14_40260",8.7,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1212",2016-01-21,"l14_40260",8.887,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1213",2016-01-22,"l14_40260",9.055,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1214",2016-01-25,"l14_40260",8.21,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1215",2016-01-26,"l14_40260",8.137,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1216",2016-01-27,"l14_40260",8.159,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1217",2016-01-28,"l14_40260",8.877,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1218",2016-01-29,"l14_40260",8.779,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1219",2016-02-01,"l14_40260",4.636,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1220",2016-02-02,"l14_40260",9.939,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1221",2016-02-03,"l14_40260",10.534,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1222",2016-02-04,"l14_40260",10.262,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1223",2016-02-05,"l14_40260",8.942,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1224",2016-02-08,"l14_40260",10.253,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1225",2016-02-09,"l14_40260",10.468,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1226",2016-02-10,"l14_40260",10.436,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1227",2016-02-11,"l14_40260",10.312,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1228",2016-02-12,"l14_40260",9.058,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1229",2016-02-15,"l14_40260",10.08,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1230",2016-02-16,"l14_40260",9.842,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1231",2016-02-17,"l14_40260",10.345,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1232",2016-02-18,"l14_40260",10.333,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1233",2016-02-19,"l14_40260",9.018,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1234",2016-02-22,"l14_40260",9.505,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1235",2016-02-23,"l14_40260",9.76,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1236",2016-02-24,"l14_40260",10.033,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1237",2016-02-25,"l14_40260",10.054,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1238",2016-02-26,"l14_40260",8.448,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1239",2016-02-29,"l14_40260",6.365,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1240",2016-03-01,"l14_40260",10.277,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1241",2016-03-02,"l14_40260",10.428,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1242",2016-03-03,"l14_40260",10.541,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1243",2016-03-04,"l14_40260",8.547,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1244",2016-03-07,"l14_40260",10.09,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1245",2016-03-08,"l14_40260",10.26,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1246",2016-03-09,"l14_40260",10.074,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1247",2016-03-10,"l14_40260",10.226,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1248",2016-03-11,"l14_40260",9.011,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1249",2016-03-14,"l14_40260",9.813,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1250",2016-03-15,"l14_40260",9.701,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1251",2016-03-16,"l14_40260",10.375,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1252",2016-03-17,"l14_40260",10.116,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1253",2016-03-18,"l14_40260",9.104,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1254",2016-03-21,"l14_40260",10.323,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1255",2016-03-22,"l14_40260",10.703,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1256",2016-03-23,"l14_40260",10.594,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1257",2016-03-24,"l14_40260",10.722,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1258",2016-03-25,"l14_40260",9.788,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1259",2016-03-28,"l14_40260",10.639,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1260",2016-03-29,"l14_40260",10.65,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1261",2016-03-30,"l14_40260",11.215,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1262",2016-03-31,"l14_40260",11.08,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1263",2016-04-01,"l14_40260",9.664,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1264",2016-04-04,"l14_40260",8.74,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
"1265",2016-04-05,"l14_40260",9.166,"State/Lake","State/Lake (Brown, Green, Orange, Pink & Purple Lines)"
